id,symptoms,preferences,iso_e_super,hedione,galaxolide,ambroxan,linalool,limonene,geraniol,vanillin,ethanol
30,,"sweet,fresh,citrus",0.04205958103956596,0.012298203525840273,0.12309957800741282,0.09526547680092882,0.011011250994593604,0.017014199950218,0.025743028557042125,0.13332586855797585,0.5401828125664226
31,headache,woody,0.055727653404215635,0.029237172475328827,0.07938157701320893,0.03704786805076415,0.08334076934017919,0.1108567785269877,0.05058389892664812,0.08052389072308846,0.47330039153957904
32,"headache,sinus",sweet,0.05798134382826159,0.032042583328325616,0.033232434994116385,0.020625579694706936,0.11780501189503473,0.06398074479484851,0.06969543948600916,0.09651166545611158,0.5081251965225855
33,breathing,"fresh,floral,woody",0.07987669290744374,0.01872903859629942,0.1008489405236563,0.0190852458529565,0.07744928352872803,0.018437379077407855,0.10547310575728866,0.08615164526560352,0.4939486684906159
34,"breathing,nausea","floral,sweet",0.1262360051955659,0.11777110451476801,0.01663712893896686,0.03803578134186822,0.012743434607993574,0.024011081183257704,0.07972511795789199,0.034876463381323615,0.5499638828783642
35,breathing,"sweet,citrus",0.08867903451021801,0.028688346719924675,0.018440196186682984,0.03426270446101958,0.09287222188104645,0.046485623404587444,0.0870064919410482,0.04087677968415843,0.5626886012113141
36,sinus,woody,0.03970006050618762,0.07209538929884857,0.09312603270569342,0.08614733970423864,0.045849495488091536,0.04007094604845184,0.05580862222821502,0.0753229436061181,0.49187917041415524
37,"nausea,headache","sweet,citrus",0.08075662212026542,0.040211975043992446,0.01815024940709675,0.08385526730991893,0.07862893858969529,0.06845417804551716,0.0584652652157214,0.07932174735215645,0.4921557569156362
38,"sinus,breathing,skin","sweet,floral",0.015118678336728093,0.011096805171032533,0.05396758850497596,0.12108956805315611,0.04799665454278954,0.06918992769671371,0.05219228204903558,0.03716799988020876,0.5921804957653597
39,skin,"citrus,sweet",0.09327940976470793,0.01764162525743979,0.013185237304220044,0.07436098045831661,0.10939599380056847,0.06664152435437808,0.11012893956317804,0.015301193642580192,0.5000650958546108
40,,sweet,0.07482715657499907,0.11875580493411066,0.035362293580541014,0.03182000591098719,0.057354076471325614,0.08959235665662199,0.0269640136396588,0.054193146136737126,0.5111311460950185
41,,woody,0.07162781230363487,0.069057960445301,0.07758467310579277,0.062339179982334916,0.02128471881122396,0.05832520512237917,0.02886991339993513,0.030672397684326707,0.5802381391450715
42,skin,"floral,woody",0.07156453797982036,0.055122336596426215,0.028451233948456455,0.020140057182006,0.021819274907395093,0.07995314456506188,0.04871356336678791,0.1043565907987412,0.5698792606553049
43,nausea,fresh,0.06019577845058073,0.056855811946047,0.04475550580780898,0.07404165074286638,0.02012747744361588,0.10260937553394943,0.09273544916141578,0.10440515781688639,0.4442737930968294
44,"headache,breathing,sinus","citrus,sweet",0.01609348794407623,0.07516934556260545,0.024986877681743676,0.08486430103398847,0.11461984946525787,0.05069791287902036,0.06280997165305736,0.04336360835104762,0.527394645429203
45,breathing,floral,0.08459632530170118,0.007573664844585943,0.06797229119714211,0.047993751022544114,0.08490093969144549,0.01731522222367748,0.0675824076978524,0.09035859942934577,0.5317067985917056
46,"headache,nausea","floral,sweet,citrus",0.07789244802021253,0.051757476962165885,0.06261027447358641,0.07382614242526223,0.04109654310268594,0.03682466260836188,0.059912999328104684,0.08295815865159713,0.5131212944280233
47,"sinus,headache",sweet,0.10028075212453197,0.011418843042742748,0.052400212825663116,0.08311558146353175,0.07028919721947564,0.01910196492629345,0.09601763028444783,0.014898613690153335,0.5524772044231602
48,"sinus,nausea","citrus,woody",0.09974101869230266,0.020549643634284954,0.07564216616631096,0.08312574693667417,0.01677117851558517,0.086723172112764,0.04683035432597336,0.03514925504751902,0.5354674645685857
49,"nausea,skin,headache","sweet,woody,citrus",0.0997690831997328,0.04476674984776312,0.04625591068879333,0.04507587289418405,0.043397113987560805,0.08768933344035673,0.06266694483247265,0.10036420242234878,0.4700147886867877
50,headache,floral,0.0258264909343063,0.0715463427987508,0.07077325706050161,0.07061306931399534,0.014319404123000135,0.0575386943318828,0.0962973739834464,0.02219683017462185,0.5708885372794948
51,"sinus,breathing",fresh,0.023768738826928325,0.07818638041496476,0.00929391981275411,0.08690941558095011,0.00944765529319427,0.07850090982829529,0.03490081672859765,0.040229212949405464,0.6387629505649101
52,"sinus,nausea,headache","citrus,fresh",0.02537474088639801,0.06601952266535412,0.09520562110759678,0.06901276196026325,0.06668249556148417,0.08879290027570631,0.011706982875271249,0.0641683262980636,0.5130366483698625
53,"nausea,skin,breathing",woody,0.025061767266740313,0.05113376565360323,0.07891420976142408,0.0895650526932069,0.07652561291486037,0.08512724410233312,0.07916518664048224,0.020227781506749015,0.4942793794606007
54,"headache,sinus",sweet,0.00820389403360808,0.031232535174028034,0.0392727190408853,0.01748142907298682,0.09672125549226117,0.09649464434088392,0.06199467071455249,0.09311548516778903,0.5554833669630052
55,"sinus,nausea","citrus,woody,sweet",0.05685132955996039,0.07883642224480143,0.02167356124187616,0.033489783717592425,0.0805079037641525,0.04790541670853622,0.0809573595043825,0.06274709469065486,0.5370311285680436
56,"skin,headache","fresh,woody",0.0699245611296609,0.04669214681071449,0.030575975893688198,0.07529896192204023,0.0821048347320183,0.022615089563367666,0.08540238662167762,0.08653104247679407,0.5008550008500385
57,,"floral,citrus",0.03053407710052184,0.02417023197856759,0.10876080226370159,0.023129983117615202,0.056076106932705386,0.09388898480604545,0.09923058001084352,0.01666425063425645,0.547544983155743
58,"breathing,headache,skin",citrus,0.01464092368084554,0.033219123014682515,0.0710022747615644,0.08549420967189124,0.10346489082664162,0.10266247741891281,0.08435253213741548,0.013409475031360514,0.4917540934566859
59,"headache,skin,breathing",fresh,0.03495009808262538,0.09537699388500756,0.016696287540733042,0.07308467890293818,0.016383625410554152,0.048609725247625524,0.05527070019720173,0.1271713059550363,0.5324565847782782
60,"headache,sinus,nausea",sweet,0.01709204312014032,0.09731329003141846,0.10134119744067893,0.029009051698879733,0.04980125260897766,0.056848276688867015,0.05953972394275301,0.07742813664871963,0.5116270278195653
61,,"citrus,floral",0.08124080615874987,0.0557334559156363,0.09183048477199167,0.07829479665926999,0.10543921986218514,0.013599420327171133,0.027379571677552887,0.09164237381044715,0.45483987081699584
62,breathing,citrus,0.04819115514667439,0.017585541340636755,0.08190763160372158,0.06521743057353284,0.11347297029937216,0.0113776723094086,0.02163687861525158,0.040379987350546355,0.6002307327608557
63,"skin,breathing","sweet,floral,fresh",0.09133212885710947,0.04580187446344409,0.013100322018661851,0.041820153416810335,0.07812028366992632,0.07883199700271817,0.022122067830055058,0.024927430101544048,0.6039437426397307
64,,floral,0.05069031076831413,0.06278794775505338,0.008953394118453313,0.09463873797801939,0.09392715815065204,0.10144277588071185,0.09828629324156762,0.00785674400623565,0.48141663810099267
65,"sinus,skin","sweet,woody",0.07039351928115117,0.026958405358803093,0.06632572941685419,0.01915975483647051,0.09593658888577639,0.08943594478755651,0.019190296897228967,0.0338113432295992,0.5787884173065599
66,"headache,nausea,skin","citrus,fresh,floral",0.08488729583603245,0.013980626687180989,0.030948285938584567,0.09966015998501294,0.016133183412352627,0.11298879699683707,0.0608209976342626,0.10602843978766537,0.4745522137220714
67,"breathing,headache,skin","sweet,woody,floral",0.06603991154402351,0.0888079397218626,0.0968095348983947,0.10073467637145732,0.07609157002694682,0.048640930517264015,0.05778057752615841,0.0396788406797557,0.4254160187141369
68,"skin,headache,breathing",citrus,0.022478565121234525,0.09490885624916293,0.06764577178988353,0.06535954966527441,0.06840038820593562,0.027216678662479635,0.08710101623481688,0.08466508676774029,0.48222408730347227
69,"breathing,sinus,skin","sweet,citrus,woody",0.102155509389034,0.0126258352529678,0.050408272229935824,0.019853626262212428,0.02221150330817216,0.07736702851187743,0.08512799333461578,0.019142173514431468,0.6111080581967531
70,breathing,"citrus,floral",0.053906336373143314,0.11937826042730383,0.029701954987451946,0.011705417757926466,0.10509479898552902,0.0703059192863762,0.03824288938734812,0.016066008869318558,0.5555984139256026
71,skin,floral,0.07251070960992627,0.08591525419406576,0.05390987672362179,0.05815784600504129,0.029668164618312905,0.050465439751839786,0.055159043080540926,0.06423380021515171,0.5299798658014996
72,"skin,headache",citrus,0.05386219603002551,0.08271290855555866,0.08942609093069111,0.019257210739703476,0.02448636810976886,0.05615330684208534,0.015559696871510589,0.097103369624797,0.5614388522958594
73,nausea,fresh,0.04126084132490326,0.05420095143718749,0.07973106404072741,0.03009404818926284,0.07626453749219907,0.10594311480385686,0.03600635590323986,0.06291497553641583,0.5135841112722073
74,"sinus,skin",floral,0.0549416897656114,0.07162882735873381,0.022573099903386403,0.04534038443399294,0.03478686608430197,0.07878774782752068,0.08046195085881323,0.09129442277555791,0.5201850109920816
75,"breathing,headache,skin","fresh,sweet",0.08553817146535972,0.11885144352242442,0.01091841348102029,0.01987091888015028,0.05760844281541898,0.021584624946326902,0.0785665763818986,0.03931308119035424,0.5677483273170465
76,"headache,sinus","floral,sweet",0.05022468165881054,0.009300982368104034,0.06669254145844504,0.0933994781357859,0.021552669433587412,0.06697842916024753,0.05400615471518495,0.04713328693153814,0.5907117761382965
77,,citrus,0.05942857474200979,0.10256273674481334,0.03730217817427605,0.03405843903660367,0.07332279646908284,0.033529590946046545,0.02558253896762713,0.08668262661749059,0.5475305183020501
78,"sinus,nausea,skin","citrus,sweet",0.0450664393050156,0.07266500762298053,0.09639534348555379,0.08713315885251231,0.055755903154017426,0.026946799801970345,0.07691778959957152,0.02939599964393035,0.5097235585344482
79,"skin,breathing",woody,0.09703096108804486,0.02070583360627649,0.053701690286721754,0.08909242432190216,0.01123515359749094,0.020235996849423243,0.09911289426853337,0.03773038399935476,0.5711546619822525
80,"breathing,skin,sinus",fresh,0.07400679226179961,0.09054785806023458,0.014544314316838364,0.07587819411294296,0.05937424296719351,0.03671420481336106,0.04552636320739795,0.10663408393026019,0.4967739463299717
81,"breathing,skin,nausea",fresh,0.02370271202030652,0.10767697581514091,0.014643495814182587,0.08270384198495555,0.07774330167794599,0.06216497874879937,0.03588229936480179,0.09133298039947833,0.504149414174389
82,"skin,sinus","floral,fresh",0.06844953812462617,0.055138542506756004,0.10379251208865102,0.038576848974877495,0.02836352085396572,0.11517119358503712,0.06707643788988288,0.05438106469909074,0.46905034127711276
83,"headache,breathing","woody,sweet,floral",0.07897214291768781,0.09790167600705145,0.007908293310572606,0.05985679260739542,0.08815419631723163,0.07689068654727116,0.050243285682003806,0.0988659150480019,0.4412070115627842
84,sinus,citrus,0.010951932432578198,0.07703194744849258,0.05569724751345534,0.04810217651999542,0.02516094073257418,0.06502301598728864,0.109752782121613,0.10477179762037407,0.5035081596236285
85,"breathing,sinus,skin","citrus,sweet",0.0860033706171646,0.10322873358741268,0.08064454483882817,0.04647321994427194,0.061453594762379805,0.016145971094099733,0.02053475710734269,0.0687945318876273,0.516721276160873
86,"nausea,headache,sinus",floral,0.03993631436665373,0.033410091573446626,0.03268331768460522,0.1161505184657504,0.07280598572013915,0.04596986343642302,0.043887843224236466,0.03598714406496556,0.5791689214637797
87,"sinus,headache,breathing","fresh,sweet,citrus",0.03768997224971839,0.09136096669741631,0.10098727657861839,0.03322934066605014,0.045933928777293666,0.029353643931883045,0.05519783135809517,0.0758312070431471,0.5304158326977779
88,nausea,"sweet,woody,fresh",0.08583102064162672,0.009249629081771404,0.008936558480469687,0.07426431578259995,0.09890293666929718,0.024988291360865347,0.08014642336036919,0.08903238771040954,0.528648436912591
89,headache,"woody,sweet",0.09772677364516956,0.024229576373445777,0.07755927309447881,0.04030032246588721,0.06784785772547158,0.07998099101714246,0.07466435215411098,0.08009426779968194,0.4575965857246117
90,breathing,citrus,0.03791962278776731,0.03196997985969063,0.053464103329156035,0.044599438793605305,0.06791734399636298,0.08311967043906059,0.06371652788981946,0.07915426912790435,0.5381390437766332
91,"breathing,skin,headache","floral,citrus",0.060084471037175124,0.09460132816267626,0.08984408760014122,0.07280025722030772,0.015983652268243474,0.08271589145618122,0.07117702152102579,0.0979771785486205,0.41481611218562875
92,,sweet,0.09268212463991576,0.061791878232333446,0.05758696856719182,0.09907629822066688,0.04623993031502644,0.039301430669821155,0.04751397639501571,0.05209982634720763,0.5037075666128212
93,nausea,"floral,sweet,woody",0.03612357364815801,0.06765061230077922,0.06065092632342759,0.05051916289947688,0.05436460155584254,0.06967119799215833,0.07566031813404604,0.022462586183424556,0.5628970209626868
94,breathing,"fresh,woody,floral",0.07361456410667008,0.02064717203021971,0.09382557410894529,0.10980333872126163,0.0937347704988254,0.013918675822489998,0.1010309057992418,0.014667445049826627,0.4787575538625194
95,"nausea,headache,sinus",floral,0.0776417141408763,0.02392014793889885,0.06988416258130632,0.02105391939348589,0.05649446426501847,0.05084589544910667,0.09048114608628985,0.09232007847869914,0.5173584716663185
96,"sinus,nausea,breathing","fresh,citrus",0.11795507967727183,0.11261529861667215,0.015622183697538164,0.05302641454748514,0.021874055457582642,0.06514975881665563,0.049308778406120045,0.05765311865110294,0.5067953121295714
97,sinus,floral,0.10060222323069937,0.011624815167936895,0.062025957079812524,0.031110370298730365,0.0744112677811221,0.02085041813905124,0.055135945850490344,0.04131317590800473,0.6029258265441524
98,"breathing,sinus,skin","sweet,fresh",0.09053306912463188,0.015181615874747258,0.08376437940654338,0.09968539199512806,0.05162449870051907,0.053382447456168304,0.07890957016534034,0.00850685805167894,0.5184121692252427
99,"nausea,skin,sinus",floral,0.021956311215141234,0.058230188290124156,0.01542463317669187,0.05852878940459825,0.09349284030006241,0.010714580532241592,0.04334796552634562,0.0557803680560015,0.6425243234987934
100,"nausea,sinus,skin",floral,0.04735363270397023,0.07138710228858579,0.08349192086811069,0.035567150690579134,0.0943002160272705,0.09941244467717907,0.025831404841876477,0.034086780229677885,0.5085693476727503
101,,"floral,fresh",0.07931403035869299,0.04719263647492311,0.07889503443233171,0.06209689629417833,0.08311537071750882,0.03797657584912553,0.05163943750033905,0.026728407681367902,0.5330416106915324
102,"skin,headache",fresh,0.011097334858715968,0.0194872534133965,0.048154010877289946,0.09729101547370661,0.08367158716709024,0.0335585579464102,0.03645463927097925,0.08721209215936057,0.5830735088330508
103,,"fresh,woody",0.08398827707171715,0.05009998673190879,0.03451616572857414,0.08922925351576094,0.036387985548670385,0.03266930725572311,0.07694780986309609,0.02131267657546613,0.5748485377090833
104,sinus,citrus,0.07019594053737858,0.043885579716568424,0.04139217349557298,0.049971468743102244,0.10003943047923636,0.019874313091887013,0.03405572878797395,0.051694531654100616,0.5888908334941799
105,"skin,breathing,headache","sweet,floral",0.0287627702970436,0.06798836679743397,0.08513107733769522,0.054163772720990155,0.046280798102655264,0.07768237012900102,0.0850994577854175,0.09354621274370914,0.46134517408605413
106,"skin,sinus,nausea",floral,0.025528750444593823,0.012237305932466462,0.04669929685560427,0.10493542923610366,0.026821672182904023,0.0784771277190268,0.05705951011575296,0.11517592860737604,0.533064978906172
107,headache,citrus,0.09587331690585228,0.01869647198823224,0.09903674866973444,0.03977190381894632,0.1198010587201817,0.022053422405964425,0.008966294942945093,0.048729160285452544,0.5470716222626909
108,,sweet,0.08942491552000317,0.04973891010324374,0.02937501909167812,0.10511756814653644,0.046541414453120496,0.015860233276541538,0.05317586950303773,0.07925151509463577,0.531514554811203
109,sinus,"floral,fresh",0.04896355953174949,0.08870697248529154,0.0233598451898856,0.059156772210028914,0.09283563264172577,0.08056377347495493,0.01917358819420738,0.04204776268562562,0.5451920935865309
110,headache,"woody,floral",0.013484536335275325,0.009664762892515548,0.05038966825057589,0.05782912284671062,0.013152179509573805,0.03734251633618692,0.0921241258249552,0.09783948124227271,0.628173606761934
111,breathing,"woody,sweet",0.018299005178930506,0.07394539839924914,0.04316080764987466,0.057967269447383264,0.07581924109299884,0.08997498257300757,0.08792236358135098,0.03946299858787657,0.5134479334893285
112,"nausea,breathing",floral,0.06530513383941851,0.11876333288549024,0.05566491235948722,0.02087955308432849,0.04229341800626026,0.08408679797324446,0.07947087050195258,0.02295099222990082,0.5105849891199175
113,"skin,sinus,nausea","sweet,fresh",0.0643118648592997,0.05141640359936442,0.07116394154964784,0.013143076780405114,0.07413918863522874,0.1092504693476802,0.038379206904684,0.09247153766339197,0.48572431066029803
114,"sinus,skin,headache","fresh,sweet,floral",0.028720539175151112,0.04444529779683342,0.07063226036949545,0.03841666102337112,0.01899171340835,0.07985875276198479,0.03834914948176042,0.0747709229574058,0.6058147030256478
115,"skin,sinus,headache","floral,fresh,citrus",0.06773445010584712,0.08422765390685034,0.0323783172823298,0.10531032230706211,0.06567087954669323,0.026467197218197867,0.05327099335637947,0.05282180983677385,0.5121183764398661
116,"skin,sinus,headache","woody,citrus",0.08349726515868264,0.10424233752112211,0.04068483501995494,0.025390144801205154,0.06925924092844361,0.10668373348013148,0.008279243189415223,0.047251011194847044,0.5147121887061978
117,,sweet,0.08498096178176391,0.08294447236712577,0.046014264030666045,0.05119012287090251,0.07279086028378239,0.08449617392579366,0.06308137795227677,0.023731992701482678,0.49076977408620637
118,,"fresh,sweet",0.02738482535741366,0.03961448590541716,0.04225107693883602,0.06387028443584736,0.07625967165955037,0.08005040598159223,0.06311385277583167,0.10319054851894986,0.5042648484265616
119,,"woody,fresh,floral",0.08989554017152081,0.0417326167961056,0.04236368219601262,0.03000467311409081,0.07989724427447602,0.0923238164602023,0.055579430688649616,0.08093245169540625,0.487270544603536
120,"breathing,sinus","citrus,floral,sweet",0.044135912248048026,0.02662419315802957,0.09724615789199466,0.038170518291252016,0.04719993915978641,0.06261994039956433,0.07923639812022507,0.10089099252450512,0.5038759482065949
121,"breathing,nausea,skin","citrus,woody,floral",0.02858706339981118,0.09661292727848737,0.09262386386490624,0.018603601167051495,0.04265325683101132,0.056833736170884934,0.08310928521422487,0.0656997466485555,0.5152765194250671
122,"headache,sinus",floral,0.04243703432453637,0.11383044733987097,0.11501495181010706,0.02105157425330162,0.00913457265502556,0.06926884993517303,0.05312400447154679,0.02267507992258174,0.5534634852878569
123,sinus,citrus,0.050358289171545514,0.0995768029803478,0.06656891578194152,0.04947499285795697,0.09357742997905714,0.08439827265619211,0.032226710997470986,0.08834071297258793,0.4354778726029
124,headache,"fresh,sweet,woody",0.015678117263601892,0.07394036237151008,0.055345010694844,0.10915761231006002,0.04761963205261681,0.04004267229579505,0.029355805736483023,0.04000869954968011,0.588852087725409
125,"nausea,sinus,breathing","sweet,fresh",0.04387203991703634,0.015010316922436815,0.0884785953457922,0.07424024143591955,0.012630640134821737,0.1049076405032651,0.09742367080726567,0.042019405145711994,0.5214174497877505
126,,"woody,citrus",0.055557813631604454,0.06693575995583173,0.07146959631662665,0.10252141272241981,0.026833815084329183,0.06906107076115865,0.09572063985800199,0.05242231362304024,0.45947757804698725
127,"nausea,sinus,skin","fresh,sweet,woody",0.009419587129629266,0.014383991347167932,0.11295099094663896,0.10795013323034361,0.025828232936364985,0.060966752303642284,0.08057363254769345,0.09067506517793128,0.4972516143805882
128,"skin,nausea,sinus",citrus,0.07930806928016117,0.027366311352140515,0.08001088720805472,0.0345917345616799,0.10535068410311622,0.04878780621257976,0.05799018048145699,0.008471802543067779,0.5581225242577429
129,skin,"fresh,citrus",0.03429836186682651,0.023671952033464384,0.02862526272731146,0.04293296248961591,0.1164422624952148,0.027973560073114443,0.11685310837947165,0.05767060371652605,0.5515319262184548
130,"skin,breathing,headache","fresh,floral",0.012551478402915655,0.008854454244420959,0.013204377244435024,0.10076613416183372,0.08749417755097537,0.06999260969665602,0.09010615916034921,0.09595302244207082,0.5210775870963433
131,"breathing,sinus","fresh,floral",0.09062743562964118,0.08783527155136679,0.07801754224845739,0.014618301022857133,0.10394889465837508,0.030080830591448837,0.0158184223861257,0.10823250379465157,0.4708207981170763
132,,"citrus,sweet,fresh",0.01718056294435815,0.031728809884418646,0.1127223300590802,0.013311368986371848,0.11776270538387812,0.015555083974049321,0.067204960949235,0.11842484347275424,0.5061093343458545
133,,"floral,citrus,woody",0.060510766308402984,0.04834574533016948,0.04449654798043273,0.04250757914474521,0.09584597432873612,0.052992909220168534,0.05939943129012946,0.04860237060516707,0.5472986757920484
134,"sinus,breathing,skin","sweet,fresh,floral",0.08870551696113499,0.03946592586216644,0.07633302715729544,0.03328995567927472,0.07935340682823025,0.06634844120965572,0.061455928306297924,0.06626713214478082,0.48878066585116364
135,"nausea,breathing","sweet,woody,floral",0.10187419638899943,0.04546545241990678,0.05698917005919437,0.08576136251398656,0.09635245526974,0.07575138921126327,0.049083966179352054,0.04622877437004454,0.44249323358751297
136,headache,"woody,fresh,sweet",0.058440015423894445,0.06732050972732143,0.06815017905087656,0.03991578800037243,0.08294565636900944,0.045995700539999955,0.04596973216029458,0.056638750958300954,0.5346236677699301
137,,"sweet,fresh,floral",0.08447274942501339,0.09554446437255298,0.11018737621624253,0.046323130463398615,0.011742675896323424,0.013727023664945943,0.04982322230762767,0.07775734549704838,0.510422012156847
138,"breathing,sinus","floral,woody",0.06251417245933692,0.02632628280531339,0.03718168435464662,0.10012963440375743,0.051687388648369324,0.07826266116030003,0.07920352784706101,0.04187163873554413,0.5228230095856711
139,,"floral,citrus,woody",0.04050646411407272,0.03734519062519075,0.01932141929452731,0.03148582572666503,0.024735913238809012,0.05610343876331356,0.020424072370315783,0.04467923376810527,0.7253984420990005
140,,"fresh,woody",0.10043392797958603,0.061288653252495544,0.10386528426099302,0.042908232977714005,0.018702179717795368,0.08459127658059579,0.0885599695801209,0.05336372249618884,0.4462867531545105
141,breathing,"sweet,floral,fresh",0.07234703282079301,0.035211802396729386,0.09105967178530024,0.09857661892606281,0.08188104067864353,0.06889727744238829,0.022056439611748392,0.07508758746745518,0.4548825288708792
142,nausea,floral,0.016412627437271704,0.07197084303526763,0.13113910970793985,0.013711497102416193,0.03580083559688825,0.050755134063437006,0.047896476020702676,0.019719887327560432,0.6125935897085163
143,,woody,0.047009471398627656,0.07787304953351043,0.04532253017803068,0.07843140054549995,0.08833292239910596,0.021779944060287448,0.014340588386943756,0.062390998380022634,0.5645190951179715
144,,"floral,woody",0.06287142768697167,0.05039271620238946,0.07498669996781161,0.03016098448901611,0.10136731478170953,0.09630795679615231,0.0446980532826414,0.07649894243962724,0.4627159043536806
